,Institute,City,"Degree, Duration",Fee,Deadline,Programs
250,16. Comwave Institute Of Information Technology,Islamabad,"BS , 4 Years",0.0,18-11-2023,Nutrition & Dietetics
251,1. Nur International University,Lahore,"BS , 4 Years",216320.0,23-03-2024,Nutritional Sciences
252,2. University Of Management And Technology,Lahore,"DND , 5 Years",249750.0,08-04-2023,Nutritional Sciences
253,"3. University Of Management And Technology, Sialkot Campus",Sialkot,"BS , 4 Years",0.0,30-10-2021,Nutritional Sciences
254,4. Ithm College,Faisalabad,"BS , Years",0.0,31-08-2021,Nutritional Sciences
255,1. Abbottabad University Of Science And Technology,Abbottabad,"B.Sc. , 4 Years",0.0,06-10-2023,Physiotherapy
256,2. Government College University,Faisalabad,"DPT , 5 Years",87000.0,30-11--0001,Physiotherapy
257,3. Liaquat University Of Medical And Health Sciences,Jamshoro,"DPT , 5 Years",100000.0,15-12-2023,Physiotherapy
258,4. Dow University Of Health Sciences,Karachi,"DPT , 5 Years",103000.0,05-01-2024,Physiotherapy
259,5. King Edward Medical University / Mayo Hospital,Lahore,"DPT , 5 Years",54000.0,04-01-2024,Physiotherapy
260,6. Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"DPT , 5 Years",0.0,10-01-2024,Physiotherapy
261,7. Khyber Medical University,Peshawar,"DPT , 5 Years",80000.0,14-11-2023,Physiotherapy
262,8. University Of Balochistan,Quetta,"BS , 4 Years",21120.0,10-11-2023,Physiotherapy
263,9. Rawalpindi Medical University,Rawalpindi,"B.Sc. , 2 Years",0.0,30-01-2024,Physiotherapy
264,10. University Of Sargodha,Sargodha,"DPT , 5 Years",74220.0,31-07-2023,Physiotherapy
265,11. The University Of Faisalabad,Faisalabad,"DPT , 5 Years",360000.0,07-10-2023,Physiotherapy
266,12. Isra University/hospital,Hyderabad,"B.Sc. [Hons] , 4 Years",250000.0,15-12-2023,Physiotherapy
267,13. Riphah International University,Islamabad,"DPT , 5 Years",389596.0,30-07-2023,Physiotherapy
268,14. Shifa Tameer-e-millat University,Islamabad,"DPT , 4 Years",290000.0,02-08-2022,Physiotherapy
269,15. Baqai Medical University,Karachi,"DPT , 5 Years",0.0,13-10-2023,Physiotherapy
270,16. Shaheed Benazir Bhutto Dewan University,Karachi,"DPT , 5 Years",146000.0,22-01-2024,Physiotherapy
271,17. Zia-ud-din Medical University,Karachi,"B.Sc. , 4 Years",173000.0,19-08-2023,Physiotherapy
272,18. The Superior University,Lahore,"DPT , 5 Years",228000.0,25-01-2024,Physiotherapy
273,19. The University Of Lahore ( Main Campus ),Lahore,"DPT , 5 Years",245500.0,31-01-2024,Physiotherapy
274,20. University Of Management And Technology,Lahore,"DPT , 5 Years",337250.0,08-04-2023,Physiotherapy
275,1. Government College University,Faisalabad,"BS , 4 Years",89000.0,30-11--0001,Prosthetics & Orthotics
276,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Prosthetics & Orthotics
277,3. Dow University Of Health Sciences,Karachi,"B.Sc. [Hons] , 4 Years",100000.0,06-12-2019,Prosthetics & Orthotics
278,4. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Prosthetics & Orthotics
279,5. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Prosthetics & Orthotics
280,6. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Prosthetics & Orthotics
281,7. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Prosthetics & Orthotics
282,8. Rawalpindi Medical University,Rawalpindi,"B.Sc. [Hons] , 4 Years",0.0,30-01-2024,Prosthetics & Orthotics
283,9. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Prosthetics & Orthotics
284,10. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,15-01-2024,Prosthetics & Orthotics
285,11. Bilawal Medical College,Jamshoro,"BS , 4 Years",0.0,15-06-2023,Prosthetics & Orthotics
286,12. Sindh Institute Of Physical Medecine & Rehabilitaion,Karachi,"BS , 4 Years",0.0,17-01-2024,Prosthetics & Orthotics
287,13. National College Of Physical Therapy,Bahawal Pur,"BS (HONS) , 4 Years",0.0,10-02-2022,Prosthetics & Orthotics
288,14. Mehboob Medical Institute,Peshawar,"BS , 4 Years",0.0,05-12-2022,Prosthetics & Orthotics
289,15. Sialkot Medical College,Sialkot,"BS , 4 Years",0.0,20-08-2018,Prosthetics & Orthotics
290,16. Pakistan Institute Of Prosthetic And Orthotic Sciences,Peshawar,"BS , 4 Years",0.0,29-10-2023,Prosthetics & Orthotics
291,17. Pakistan Institute Of Rehabilitation Sciences,Islamabad,"BS , 4 Years",0.0,20-03-2022,Prosthetics & Orthotics
292,18. Mahboob School Of Physiotherapy & Rehabilitation Sciences,Peshawar,"BS , 4 Years",0.0,19-09-2019,Prosthetics & Orthotics
293,1. National Textile College & Management Institute,Faisalabad,"BS , 4 Years",0.0,18-09-2015,Skin Care
294,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Speech & Language Pathology
295,2. University Of Health Sciences,Lahore,"BS , 4 Years",0.0,09-02-2024,Speech & Language Pathology
296,3. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Speech & Language Pathology
297,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Speech & Language Pathology
298,5. Riphah International University,Islamabad,"BS , 4 Years",0.0,30-07-2023,Speech & Language Pathology
299,6. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",188000.0,02-08-2022,Speech & Language Pathology
300,7. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Speech & Language Pathology
301,8. Rashid Latif Khan University,Lahore,"BS , 4 Years",0.0,04-02-2024,Speech & Language Pathology
302,9. The Superior University,Lahore,"BS , 4 Years",169800.0,25-01-2024,Speech & Language Pathology
303,10. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",128000.0,31-01-2024,Speech & Language Pathology
304,11. Isra University [isb]],Islamabad,"BS , 4 Years",170000.0,05-09-2022,Speech & Language Pathology
305,12. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Speech & Language Pathology
306,13. Riphah International University ( Rawalpindi Campus ),Rawalpindi,"BS , 2 Years",0.0,01-10-2020,Speech & Language Pathology
307,14. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Speech & Language Pathology
308,15. National Institute Of Modern Studies,Islamabad,"BS , 4 Years",0.0,06-02-2022,Speech & Language Pathology
309,16. Yusra Medical & Dental College,Islamabad,"BS , 4 Years",0.0,30-11--0001,Speech & Language Pathology
310,17. Fmh College Of Medicine & Dentistry,Lahore,"BS , 4 Years",0.0,17-12-2022,Speech & Language Pathology
311,18. Psrd College Of Rehabilitation Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,31-01-2024,Speech & Language Pathology
312,19. Rashid Latif Medical College,Lahore,"B.Sc. [Hons] , 4 Years",0.0,19-01-2024,Speech & Language Pathology
313,20. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Speech & Language Pathology
314,1. University Of The Punjab,Lahore,"BS , 4 Years",29950.0,07-08-2023,Sport Sciences
315,2. The University Of Lakki Marwat,Lakki Marwat,"BS , 4 Years",24200.0,11-10-2021,Sport Sciences
316,3. University Of Layyah,Layyah,"BS , 4 Years",0.0,17-07-2023,Sport Sciences
317,"4. Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",0.0,12-01-2024,Sport Sciences
318,5. Multan Postgraduate College,Multan,"BS , 4 Years",0.0,13-01-2024,Sport Sciences
319,1. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Surgery
320,2. Abasyn University,Peshawar,"BS , 4 Years",0.0,02-03-2024,Surgery
321,1. Cholistan University Of Veterinary & Animal Sciences,Bahawal Pur,"DVM , 5 Years",54000.0,11-08-2023,Veterinary Medicine
322,2. The Islamia University Of Bahawalpur,Bahawal Pur,"DVM , 5 Years",47800.0,15-08-2023,Veterinary Medicine
323,3. Gomal University,D.i. Khan,"DVM , 5 Years",52220.0,31-08-2023,Veterinary Medicine
324,4. University Of Agriculture,Faisalabad,"DVM , 5 Years",60500.0,03-07-2023,Veterinary Medicine
325,5. University Of Veterinary And Animal Sciences,Lahore,"DVM , 5 Years",48180.0,27-10-2023,Veterinary Medicine
326,"6. Lasbela University Of Agriculture, Water And Marine Sciences, Uthal",Lasbela,"DVM , 5 Years",17000.0,15-09-2021,Veterinary Medicine
327,"7. Abdul Wali Khan University, Mardan",Mardan,"DVM , 4 Years",75440.0,20-08-2018,Veterinary Medicine
328,"8. Bahauddin Zakariya University, Multan",Multan,"DVM , 5 Years",46445.0,15-08-2023,Veterinary Medicine
329,9. Multan University Of Science And Technology,Multan,"DVM , 5 Years",0.0,31-12-2023,Veterinary Medicine
330,10. The University Of Agriculture,Peshawar,"DVM , 5 Years",62000.0,20-10-2023,Veterinary Medicine
331,"11. Unversity Of The Poonch, Rawala Kot",Rawala Kot,"DVM , 5 Years",70000.0,30-09-2023,Veterinary Medicine
332,12. Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,"DVM , 5 Years",25400.0,14-07-2023,Veterinary Medicine
333,13. Shaheed Benazir Bhutto International University Of Veterinary And Animal Sciences,Sakrand,"DVM , 5 Years",13600.0,04-12-2023,Veterinary Medicine
334,14. Sindh Agriculture University,Tando Jam,"DVM , 5 Years",25800.0,06-10-2023,Veterinary Medicine
335,15. Zia-ud-din Medical University,Karachi,"DVM , 5 Years",0.0,27-11-2023,Veterinary Medicine
336,"16. Mirpur University Of Science & Technology, Bhimber Campus",Bhimber,"DVM , 5 Years",0.0,31-07-2023,Veterinary Medicine
337,17. College Of Veterinary And Animal Sciences,Jhang,"DVM , 5 Years",48180.0,27-10-2023,Veterinary Medicine
338,18. University Of Veterinary And Animal Sciences [ Ravi Campus],Pattoki,"DVM , 5 Years",48180.0,27-10-2023,Veterinary Medicine
339,19. Riphah International University Lahore,Lahore,"DVM , 5 Years",198000.0,15-01-2024,Veterinary Medicine
340,20. Khan Bahadur Chaudhary Mushtaq Ahmad College Of Veterinary And Animal Sciences,Narowal,"DVM , 5 Years",48180.0,27-10-2023,Veterinary Medicine
341,1. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,22-07-2022,Accident & Emergency
342,2. School Of Nursing And Midwifery,Muzafargarh,"B.Sc. , 1 Years",0.0,31-03-2020,Accident & Emergency
343,1. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Anaesthesia Technician
344,2. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Anaesthesia Technician
345,3. Northwest Institute Of Healths Ciences,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,19-09-2020,Anaesthesia Technician
346,4. School Of Health Sciences,Peshawar,"BS , 4 Years",0.0,30-11-2020,Anaesthesia Technician
347,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Anaesthesiology
348,2. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Anaesthesiology
349,3. The University Of Faisalabad,Faisalabad,"BS , 4 Years",198000.0,07-10-2023,Anaesthesiology
350,4. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Anaesthesiology
351,5. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Anaesthesiology
352,6. Green International University,Lahore,"BS , 4 Years",0.0,11-11-2023,Anaesthesiology
353,7. Abasyn University,Peshawar,"BS , 4 Years",0.0,02-03-2024,Anaesthesiology
354,8. City University Of Science & Information Technology,Peshawar,"BS , 4 Years",0.0,08-03-2024,Anaesthesiology
355,9. Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,30-12-2023,Anaesthesiology
356,10. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Anaesthesiology
357,11. Amanullah Khan Medical Institute,Abbottabad,"BS , 4 Years",0.0,05-11-2022,Anaesthesiology
358,12. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Anaesthesiology
359,13. Institute Of Health Care Management And Development,Peshawar,"BS , 4 Years",0.0,28-02-2024,Anaesthesiology
360,14. Kings Institute Of Nursing And Allied Health Sciences,Saidu Sharif,"BS , 4 Years",0.0,26-11-2022,Anaesthesiology
361,15. Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,08-03-2023,Anaesthesiology
362,16. Prime Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,29-12-2020,Anaesthesiology
363,17. National Institute Of Health And Management Sciences,Peshawar,"BS (HONS) , 4 Years",0.0,22-12-2023,Anaesthesiology
364,18. Premier Institute Of Health And Management Sciences,Peshawar,"BS , 4 Years",0.0,02-11-2023,Anaesthesiology
365,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Audiology
366,2. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Audiology
367,3. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Audiology
368,4. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Audiology
369,5. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",188000.0,02-08-2022,Audiology
370,6. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Audiology
371,7. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",128000.0,31-01-2024,Audiology
372,8. Bahawal Pur Medical & Dental College,Bahawal Pur,"BS , 4 Years",0.0,28-01-2021,Audiology
373,9. Fmh College Of Medicine & Dentistry,Lahore,"B.Sc. [Hons] , 4 Years",0.0,17-12-2022,Audiology
374,10. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Audiology
375,11. Pakistan Institute Of Rehabilitation Sciences,Islamabad,"BS , 4 Years",0.0,20-03-2022,Audiology
376,12. Fmh Institute Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,23-11-2023,Audiology
377,13. Hamza Foundation Academy For The Deaf,Lahore,"B.Sc. [Hons] , 4 Years",0.0,15-11-2023,Audiology
378,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Cardiovascular Sciences
379,2. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Cardiovascular Sciences
380,3. Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000.0,22-11-2023,Cardiovascular Sciences
381,4. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Cardiovascular Sciences
382,5. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Cardiovascular Sciences
383,6. College Of Medical Technology/pims,Islamabad,"BS , 4 Years",0.0,28-11-2023,Cardiovascular Sciences
384,1. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Critical Care Medicine
385,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Dental Hygienist
386,2. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Dental Hygienist
387,3. Aga Khan University,Karachi,"AD , 2 Years",0.0,27-04-2023,Dental Hygienist
388,4. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Dental Hygienist
389,5. Zia-ud-din Medical University,Karachi,"AD , 2 Years",96500.0,19-08-2023,Dental Hygienist
390,6. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Dental Hygienist
391,7. Alhamd Islamic University [ibd],Islamabad,"BS , 4 Years",0.0,28-02-2023,Dental Hygienist
392,8. Hbs Medical And Dental College,Islamabad,"BS , 4 Years",0.0,23-03-2024,Dental Hygienist
393,9. Islamic International Dental College/hospital,Islamabad,"AD , 2 Years",0.0,19-03-2021,Dental Hygienist
394,10. Aga Khan University,Karachi,"AAS , 2 Years",233100.0,28-04-2022,Dental Hygienist
395,11. Rashid Latif Medical College,Lahore,"BS , 4 Years",0.0,19-01-2024,Dental Hygienist
396,12. Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0.0,28-02-2024,Dental Hygienist
397,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Dental Technology
398,2. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Dental Technology
399,"3. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Dental Technology
400,4. Dow University Of Health Sciences,Karachi,"B.Sc. [Hons] , 4 Years",140000.0,19-01-2024,Dental Technology
401,5. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Dental Technology
402,6. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Dental Technology
403,7. Nishtar Medical College / Nishter Hospital,Multan,"BS , 4 Years",0.0,31-12-2022,Dental Technology
404,8. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Dental Technology
405,9. The University Of Faisalabad,Faisalabad,"BS , 4 Years",124875.0,07-10-2023,Dental Technology
406,10. Sohail University,Karachi,"BS , 4 Years",0.0,06-10-2023,Dental Technology
407,11. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Dental Technology
408,12. Abasyn University,Peshawar,"BS , 4 Years",0.0,02-03-2024,Dental Technology
409,13. City University Of Science & Information Technology,Peshawar,"BS , 4 Years",0.0,08-03-2024,Dental Technology
410,14. Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,30-12-2023,Dental Technology
411,15. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Dental Technology
412,16. Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",131340.0,08-03-2024,Dental Technology
413,17. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,22-07-2022,Dental Technology
414,"18. Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",187200.0,29-02-2024,Dental Technology
415,19. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,15-01-2024,Dental Technology
416,"20. Iqra National Univesity, Swat Campus",Swat,"BS , 4 Years",0.0,30-11--0001,Dental Technology
417,1. Women University Azad Jammu & Kashmir,Bagh,"BS , 4 Years",55000.0,15-10-2022,Emergency & Intensive Care Sciences
418,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Emergency & Intensive Care Sciences
419,3. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Emergency & Intensive Care Sciences
420,4. The University Of Faisalabad,Faisalabad,"BS , 4 Years",112500.0,30-09-2022,Emergency & Intensive Care Sciences
421,5. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Emergency & Intensive Care Sciences
422,6. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Emergency & Intensive Care Sciences
423,7. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Emergency & Intensive Care Sciences
424,8. Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0.0,30-12-2023,Emergency & Intensive Care Sciences
425,9. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Emergency & Intensive Care Sciences
426,10. Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0.0,02-09-2023,Emergency & Intensive Care Sciences
427,11. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Emergency & Intensive Care Sciences
428,12. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Emergency & Intensive Care Sciences
429,13. Institute Of Health Care Management And Development,Peshawar,"BS , 4 Years",0.0,28-02-2024,Emergency & Intensive Care Sciences
430,14. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Emergency & Intensive Care Sciences
431,15. Kmu Institute Of Medical Sciences,Kohat,"BS , 4 Years",0.0,30-09-2021,Emergency & Intensive Care Sciences
432,16. Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,08-03-2023,Emergency & Intensive Care Sciences
433,17. Gulab Devi Post Graduate Medical Institute,Lahore,"B.Sc. [Hons] , 4 Years",0.0,07-08-2018,Emergency & Intensive Care Sciences
434,18. Rehman Medical Institute,Peshawar,"BS , 4 Years",0.0,23-10-2023,Emergency & Intensive Care Sciences
435,1. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Emergency Medicine
